20:55:55,1
02:04:52,1
02:04:55,1
02:04:55,1
02:04:56,1
02:04:56,2
02:04:56,1
02:04:57,0
02:04:57,1
02:04:57,1
02:04:58,1
02:04:58,1
02:04:59,1
02:04:59,1
02:04:59,1
02:05:00,1
02:05:00,1
02:05:01,1
02:05:01,1
02:05:01,0
02:05:02,1
02:05:02,1
02:05:02,1
02:05:03,1
02:05:03,1
02:05:03,2
02:05:04,3
02:05:04,2
02:05:04,2
02:05:05,2
02:05:05,3
02:05:06,2
02:05:06,2
02:05:06,2
02:05:07,2
02:05:07,2
02:05:07,3
02:05:08,2
02:05:08,0
02:05:08,2
02:05:09,1
02:05:09,2
02:05:10,2
02:05:10,3
02:05:10,2
02:05:11,1
02:05:11,2
02:05:11,0
02:05:12,1
02:05:12,1
02:05:12,1
02:05:13,1
02:05:13,0
02:05:13,0
02:05:14,1
02:05:14,1
02:05:14,1
02:05:15,2
02:05:15,2
02:05:16,2
02:05:16,3
02:05:16,2
02:05:17,3
02:05:17,2
02:05:17,1
02:05:18,1
02:05:18,3
02:05:19,3
02:05:19,2
02:05:20,3
02:05:20,5
02:05:21,4
02:05:21,3
02:05:22,4
02:05:22,4
02:05:22,5
02:05:23,5
02:05:23,6
02:05:26,4
02:05:26,5
02:05:27,6
02:05:29,5
02:05:29,5
02:05:30,5
02:05:30,5
02:05:30,4
02:05:31,5
02:05:31,5
02:05:32,6
02:05:34,4
02:05:34,4
02:05:34,6
02:05:36,5
02:05:37,4
02:05:37,5
02:05:38,6
02:05:40,4
02:05:40,3
02:05:40,2
02:05:41,4
02:05:41,4
02:05:42,4
02:05:42,4
02:05:43,3
02:05:43,4
02:05:43,4
02:05:44,4
02:05:44,4
02:05:45,4
02:05:45,4
02:05:46,4
02:05:46,4
02:05:46,3
02:05:47,2
02:05:47,2
02:05:47,2
02:05:48,2
02:05:48,2
02:05:49,2
02:05:49,3
02:05:49,2
02:05:50,2
02:05:50,2
02:05:50,2
02:05:51,2
02:05:51,2
02:05:52,3
02:05:52,3
02:05:52,2
